ID,Ojibwe Word,Word Class,English Translation
2135,gagiikwe-mazina'igan,ni,bible; pi gagiikwe- mazina'iganan; loc gagiikwe-mazina'iganing; dim gagiikwe-mazina'igaans
2138,gagiipidoon,vai,have chapped lips; Isg ingagiipidoon; pn gegiipidoong
2141,gagwaanisagad,vii,be terrible; pn gegwaanisagak
2142,gagwaanisagakamig,pc,"terrible, awful gagwaanisagendam vai2 consider things to be terrible, suffer in one's mind; hg ingagwaanisagendam; prt gegwaanisagendang"
2149,gagwedaganewinini,na,boxer; pi gagwedaganewininiwag
2150,gagweda'aakwe,vai,practice shooting; hg ingagweda'aakwe; pn gegweda'aakwed
2153,gagwedoomigo,vai,practice riding on horseback; hg ingagwedoomig; prt gegwedoomigod
2156,gagweji',vta,try to get s.o. to...; hg ingagweji'aa; pn gegweji'aad gagwejikada' /gagwejikada'w-/ vta race s.o. in boats; hg ingagwejikada'waa; pn gegwejikada'waad gagwejikada'odiwag /gagwejikada'odi-/ vai they race each other in boats; Ipl ingagwejikada'odimin; prt gegwejikada'odijig gagwejikanidiwag /gagwejikanidi-/ vai they race each other; Ipl ingagwejikanidimin; pn gegwejikanidijig gagwejikazh /gagwejikaN-/ vta race s.o.; hg ingagwejikanaa; prt gegwejikanaad
2159,gagwejitoon,vti2,"try s.t., test s.t.; hg ingagwejitoon; pn gegwejitood"
2167,gakakaakozi,vai,be square (as something stick- or wood-like); pn gekakaakozid
2168,gakakaakwad,vii,be square (as something stick- or wood-like); prt gekakaakwak
2169,gakaki',vta,make s.o. square; hg ingakaki'aa; prt gekaki'aad
2170,gakakishin,vai,have a square pattern; prt gekakishing
2171,gakakisin,vii,have a square pattern; prt gekakising
2172,gakakitoon,vti2,make s.t. square; hg ingakakitoon; pn gekakitood
2176,gakaaga'ogaan,ni,house-like lodge; pi gakaaga'ogaanan; loc gakaaga'ogaaning; dim gakaaga'ogaanens
2177,gakaamikijiwan,vii,"be a waterfall; pn gekaamikijiwang gakeyaapc in the direction of; also akeyaa, keyaa, nakakeyaa*"
2178,gakijiwan,vii,be a waterfall; pn gekijiwang
2179,gakina,pc,"all; also akina, kina gakina awiya pr everybody; also akina awiya, kina awiya gakina gegoo pr everything; also akina gegoo, kina gegoo"
2182,ganabaj,pc,"perhaps, maybe"
2183,ganage,pc,"in the least, by any means"
2184,ganakin,vta,take a handful of s.o.; hg inganakinaa; pn genakinaad ganakinan Mi take a handful of s.t.; hg inganakinaan; prt genakinang
2186,ganawaabanjigaade,vii,"be looked at, be watched; prt genawaabanjigaadeg; aug ganawaabanjigaademagad; pn aug genawaabanjigaademagak"
2187,ganawaabanjigaazo,vai,"be looked at, be watched, be on parole; prt genawaabanjigaazod"
2188,ganawaabanjige,vai,"look at things, watch things; hg inganawaabanjige; prt genawaabanjiged"
2195,ganawenjigaade,vii,be taken care of; pn genawenjigaadeg; aug ganawenjigaademagad; pn aug genawenjigaademagak
2196,ganawenjigaazo,vai,"be taken care of, be on parole; pn genawenjigaazod"
2197,ganawenjige,vai,take care of things; Isg inganawenjige; pn genawenjiged
2198,ganoodan,vti,"speak to s.t.; Isg inganoodaan; pn genoodang ganoonidiwag /ganoonidi-/ vai they speak to each other; Ipl inganoonidimin; pn genoonidijig ganoozh /ganooN-/ vta address s.o., speak to s.o., call s.o. on the phone; Isg inganoonaa; pn genoonaad"
2201,gashka'oode,vii,"be knotted, be tangled; pn geshka'oodeg; aug gashka'oodemagad; prt aug geshka'oodemagak"
2202,gashka'oodoon,vti2,tie s.t. with a knot; Isg ingashka'oodoon; prt geshka'oodood
2204,gashka'oozo,vai,"be knotted, be tangled; pn geshka'oozod"
2205,gashkanokii,vai,be able to work; Isg ingashkanokii; pn geshkanokiid
2206,gashkapidoon,vti2,"tie s.t. shut, tie s.t. in a bundle; Isg ingashkapidoon; prt geshkapidood gashkapizh /gashkapiN-/ vta tie s.o. shut, tie s.o. in a bundle; Isg ingashkapinaa; pn geshkapinaad"
2207,gashkawan,vii,be a dense fog; prt geshkawang gashkaabika' /gashkaabika'w-/ vta lock s.o.; Isg ingashkaabika'waa; pn geshkaabika'waad
2208,gashkaabika'an,vti,lock s.t.; Isg ingashkaabika'aan; pn geshkaabika'ang
2209,gashkaabika'igan,ni,lock; pi gashkaabika'iganan; loc gashkaabika'iganing; dim gashkaabika'igaans
2210,gashkaabika'igaade,vii,be locked; pn geshkaabika'igaadeg; aug gashkaabika'igaademagad; pn aug geshkaabika'igaademagak
2211,gashkaabika'igaazo,vai,be locked; prt geshkaabika'igaazod
2212,gashkaabika'ige,vai,lock things; Isg ingashkaabika'ige; pn geshkaabika'iged
2213,gashkaakonan,vti,"bar s.t. (as something stick- or wood-like), lock s.t. (as or as with something stick- or wood-like; Isg ingashkaakonaan; pn geshkaakonang"
2214,gashkaakwa'amaw,vta,lock (s.t.) for s.o. (as or as with something stick- or wood-like); Isg ingashkaakwa'amawaa; pn geshkaakwa'amawaad
2215,gashkaaso,vai,"be sunburned; Isg ingashkaas; prt geshkaasod gashkendam vai2 be lonely, be sad; Isg ingashkendam; prt geshkendang"
2217,gashkibide,vii,be wrapped and tied in a bundle; prt geshkibideg; aug gashkibidemagad; pn aug geshkibidemagak
2218,gashkibidoon,vti2,wrap and tie s.t. in a bundle; Isg ingashkibidoon; pn geshkibidood
2220,gashkibijigaade,vii,be wrapped and tied in a bundle; prt geshkibijigaadeg; aug gashkibijigaademagad; prt aug geshkibijigaademagak
2221,gashkibijigaazo,vai,be wrapped and tied in a bundle; prt geshkibijigaazod
2222,gashkibijige,vai,wrap and tie things in a bundle; Isg ingashkibijige; pn geshkibijiged gashkibizh /gashkibiN-/ vta wrap and tie s.o. in a bundle; Isg ingashkibinaa; pn geshkibinaad
2224,gashkidaasebizo,vai,wear leg garters; Isg ingashkidaasebiz; pn geshkidaasebizod
2230,gashkigwaasoneyaab,ni,"sewing thread; pi gashkigwaasoneyaabiin; loc gashkigwaasoneyaabiing; dim gashkigwaasoneyaabiins gashkigwaazh /gashkigwaaN-/ vta sew s.o. (e.g., a pair of pants); Isg ingashkigwaanaa; /»r geshkigwaanaad"
2232,gashki',vta,"prevail over s.o., manage s.o., earn s.o. (e.g., money); Isg ingashki'aa; prt geshki'aad"
2233,gashki'ewizi,vai,"accomplish, succeed, have power; Isg ingashki'ewiz; prt geshki'ewizid"
2234,gashki'o,vai,"be able, get free; Isg ingashki'; prt geshki'od"
2235,gashkitaw,vta,"be able to get (s.t.) for s.o., be able to manage (s.t.) for s.o.; Isg ingashkitawaa; prt geshkitawaad"
2236,gashkitoon,vti2,"be able to do s.t., succeed at s.t., manage s.t.; Isg ingashkitoon; prt geshkitood"
2237,gashkiwidoon,vti2,"be able to take s.t., be able to carry s.t.; Isg ingashkiwidoon; prt geshkiwidood gashkiwizh /gashkiwiN-/ vta be able to take s.o., be able to carry s.o.; Isg ingashkiwinaa; pn geshkiwinaad"
2239,gashkii-dibik-ayaa,vii,"be dark as night; prt geshkii- dibik-ayaag; aug gashkii-dibik-ayaamagad; pn aug geshkii-dibik-ayaamagak gawa* /gawa'w-/ vta fell s.o., chop s.o. down; Isg ingawa'waa; pn gewa'waad"
2240,gawa'an,vti,"fell s.t., chop s.t. down; Isg ingawa'aan; prt gewa'ang"
2241,gawa'igaade,vii,be chopped down; prt gewa'igaadeg; aug gawa'igaademagad; prt aug gewa'igaademagak
2242,gawa'igaazo,vai,be chopped down; prt gewa'igaazod
2246,gawaakose,vai,fall over (as something stick- or wood-like); prt gewaakosed
2247,gawaakose,vii,fall over (as something stick- or wood-like); prt gewaakoseg; aug gawaakosemagad; prt aug gewaakosemagak
2250,gawin,vta,"upset s.o. by hand, tip s.o. over by hand; Isg ingawinaa; prt gewinaad"
2251,gawinan,vti,"upset s.t. by hand, tip s.t. over by hand; Isg ingawinaan; pn gewinang"
2255,gawishimo,vai,"lie down, go to bed; Isg ingawishim; prt gewishimod"
2257,gawiwebinan,vti,"throw s.t. down, knock s.t. down, pull s.t. down with hands; Isg ingawiwebinaan; prt gewiwebinang"
2258,gayat,pc,"formerly, previously, some time ago"
2260,gaye,pc,"as for, also, too, and; also ge gaa- pvl past tense prefix under initial change"
2262,gaadoon,vti2,hide s.t.; Isg ingaadoon; prt gayaadood
2264,gaagaagiw,na,raven; pi gaagaagiwag; dim gaagaagiins; also gaagaagi* gaagige- pv4 forever
2265,gaagiidaawigan,vai,have a sore back; Isg ingaagiidaawigan; pn gayaagiidaawigang gaagiidizi vaibe sore; /s» ingaagiidiz;/>rr gayaagiidizid
2267,gaagiigidoo-bineshiinh,na,parrot; pi gaagiigidoo- bineshiinyag
2269,gaagiigidoowinini,na,councillor; pi gaagiigidoowininiwag
2270,gaagiijidooskwan,vai,have a sore elbow; Isg ingaagiijidooskwan; prt gayaagiijidooskwang
2278,gaanda'igwaason,ni,thimble; pi gaanda'igwaasonan; loc gaanda'igwaasoning; dim gaanda'igwaasonens
2279,gaandakii'an,m,pole s.t.; Isg ingaandakii'aan; pn gayaandakii'ang
2280,gaandakii'iganaak,ni,push pole; pi gaandakii'iganaakoon; loc gaandakii'iganaakong; dim gaandakii'iganaakoons; also gaandakii'iganaatig
2281,gaandakii'ige,vai,pole a boat; hg ingaandakii'ige; pn gayaandakii'iged
2282,gaandakii'o,vai,pole a boat; hg ingaandakii'; pn gayaandakii'od
2286,gaanjida'an,vti,push s.t. with a stick; hg ingaanjida'aan; prt gayaanjida'ang
2287,gaanjida'ige,vai,push things with a stick; Isg ingaanjida'ige; pn gayaanjida'iged gaanjweba* /gaanjweba'w-/ vta shove s.o. using something; Isg ingaanjweba'waa; prt gayaanjweba'waad
2289,gaanjweba'ige,vai,"shove things using something, pole logs; hg ingaanjweba'ige; pn gayaanjweba'iged gaanjwebin ma shove s.o.; Isg ingaanjwebinaa; pn gayaanjwebinaad"
2301,gaapizigan,ni,popped wild rice; pi gaapiziganan; loc gaapiziganing; dim gaapizigaans
2304,gaashkakokwe'igan,ni,paddle for stirring boiling maple sap; pi gaashkakokwe'iganan; dim gaashkakokwe'igaans
2307,gaasiibii'an,vti,erase s.t.; hg ingaasiibii'aan; pn gayaasiibii'ang
2308,gaasiibii'igan,na,eraser; pi gaasiibii'iganag; loc gaasiibii'iganing; dim gaasiibii'igaans
2309,gaasiibii'ige,vai,erase things; hg ingaasiibii'ige; prt gayaasiibii'iged
2310,gaasiidoone'o,vai,wipe one's mouth; hg ingaasiidoone'; prt gayaasiidoone'od gaasii' /gaasii'w-/ vta wipe s.o. using something; hg ingaasii'waa; pn gayaasii'waad
2311,gaasii'an,vti,wipe s.t. using something; Isg ingaasii'aan; prt gayaasii'ang
2312,gaasii'ige,vai,wipe things using something; hg ingaasii'ige; pn gayaasii'iged
2313,gaasiinaagane,vai,wipe dishes; Isg ingaasiinaagane; prt gayaasiinaaganed
2315,gaaskanazo,vai,whisper; hg ingaaskanaz; prt gayaaskanazod
2316,gaaskanazootaw,vta,whisper to s.o.; hg ingaaskanazootawaa; pn gayaaskanazootawaad
2318,gaaskaaska'an,vti,scrape s.t. using something; hg ingaaskaaska'aan; pn gayaaskaaska'ang
2322,gaawarn,vta,be jealous of s.o.; Isg ingaawamaa; prt gayaawamaad
2328,gaawiin,pc,"no, not negative gaawiin awiyapr nobody; also gaawiin awiiya gaawiin ganage pc not in the least gaawiin gegoo pr nothing gaawiin geyaabi pc no more, no longer gaawiin mashi pc not yet; also gaa rnashi gaawiin memwech pc it's not necessary, you don't have to gaawiin wiikaa pc never; also gaa wiikaa"
2332,ge,pc,"as for, also, too; also gaye ge- pvl future tense prefix under initial change"
2333,gegapii,pc,"after a while, eventually, finally gegaa /v nearly, almost"
2334,geget,pc,"sure, indeed, certainly, really"
2335,gego,pc,"don't gego binapc just don't gego ganage pc don't in any way gego wiikaa pc don't ever gegoo pr something inanimate definite., anything inanimate indefinite"
2336,gekek,na,hawk; pi gekekwag; dim gekekoons
2338,geshawishkaw,vta,fit s.o. loosely; Isg ingeshawishkawaa; prt gayeshawishkawaad
2339,geshawisidoon,vti2,"put s.t. loosely; Isg ingeshawisidoon; prt gayeshawisidood gete- pv4 old, old-time"
2340,gete-aya'aa,na,someone old; pi gete-aya'aag
2341,gete-ayi'ii,ni,something old; pi gete-ayi'iin
2342,geyaabi,pc,"still, yet gezikapc suddenly gezikwendam vai2 vaguely remember; Isg ingezikwendam; prt gayezikwendang"
2343,gezikwendan,vti,vaguely remember s.t.; Isg ingezikwendaan; prt gayezikwendang
2344,gezikwenim,vta,vaguely remember s.o.; Isg ingezikwenimaa; prt gayezikwenimaad gi= pre second person prefix before consonants in nouns and verbs
2345,gibadoonh,na,button; pi gibadoonyag; loc gibadoons; also gibodoonh
2346,gibagoojigan,ni,"cloth partition; pi gibagoojiganan; loc gibagoojigan ing; dim gibagoojigaans giba' /giba'w-/ vta stop s.o. up, plug s.o.; Isg ingiba'waa; prt geba'waad"
2347,giba'an,vti,"stop s.t. up, plug s.t.; Isg ingiba'aan; prt geba'ang"
2348,giba'igaade,vii,"be stopped up, be plugged; prt geba'igaadeg; aug giba'igaademagad; prt aug geba'igaademagak giba'i gaazo vai be stopped up, be plugged; prt geba*igaazod"
2349,giba'ige,vai,"stop things up, plug things; Isg ingiba'ige; prt geba'iged gibaabowe' /gibaabowe *w-/ vta put a lid on s.o.; Isg ingibaabowe'waa; pn gebaabowe'waad"
2350,gibaabowe'an,vti,put a lid on s.t.; Isg ingibaabowe'aan; prt gebaabowe'ang
2351,gibaabowe'igan,ni,pot lid; pi gibaabowe'iganan; loc gibaabowe'igan ing; dim gibaabowe'igaans
2352,gibaabowe'ige,vai,put a lid on things; Isg ingibaabowe'ige; prt gebaabowe'iged
2353,gibaakobidoon,vti2,"can s.t., pull s.t. shut (as something stick- or wood-like); Isg ingibaakobidoon; prt gebaakobidood"
2354,gibaakobijigan,ni,canned goods; pi gibaakobijiganan
2357,gibaakwa'an,vti,"shut s.t. (as or as with something stick- or wood-like), dam s.t., obstruct s.t.; Isg ingibaakwa'aan; prt gebaakwa'ang"
2358,gibaakwa'igan,ni,"dam, stopper, plug; pi gibaakwa'iganan; loc gibaakwa'iganing; dim gi baakwa' igaan s"
2359,gibaakwa'igaade,vii,be shut (as or as with something stick- or wood-like); prt gebaakwa'igaadeg; aug gibaakwa'igaademagad; pn aug gebaakwa'igaademagak
2360,gibaakwa'igaazo,vai,be imprisoned; pn gebaakwa'igaazod
2361,gibaakwa'ige,vai,"dam things, plug things; Isg ingibaakwa'ige; pn gebaakwa'iged"
2362,gibaakwa'odiiwigamig,m,"jail, prison; pi gibaakwa'odiiwigamigoon; loc gibaakwa'odii wigam igong; dim gibaakwa'odiiwigamigoons"
2364,gibichiitaa,vai,take a break; Isg ingibichiitaa; prt gebichiitaad
2365,gibide'ebizon,ni,vest; pi gibide'ebizonan; loc gibide'ebizoning; dim gibide'ebizonens gibide'ebizon (vest)
2366,gibijaane,vai,have a stuffed-up nose; Isg ingibijaane; prt gebijaaned; also gagiibijaane gibinewen ma choke s.o.; Isg ingibinewenaa; pn gebinewenaad
2370,gibishkwaande'on,ni,lodge door cover; pi gibishkwaand e'on
2372,gibitan,vai,have a nosebleed; Isg ingibitan; pn gebitang; also gibitane*
2373,gibitaneganaam,vta,bloody s.o.'s nose; Isg ingibitaneganaamaa; prt gebitaneganaamaad
2374,gibitaneshin,vai,bloody one's nose falling; Isg ingibitaneshin; pn gebitaneshing
2375,gibiiga'igan,ni,"curtain, drapes; pi gibiiga'iganan; loc gibiiga'iganing; dim gibiiga*igaans"
2376,gibiiga'iganiigin,ni,window shade; pi gibiiga'iganiiginoon; loc gibiiga'iganiiginong; dim gibiiga'iganiiginoons
2377,gibiiga'igaade,vii,be curtained; pn gebiiga'igaadeg; aug gibiiga'igaademagad; pn aug gebiiga'igaademagak gibokiwas /gibokiwasw-/ vta glue s.o. shut; Isg ingibokiwaswaa; pn gebokiwaswaad
2379,gibokiwasigaade,vii,be glued shut; pn gebokiwasigaadeg; aug gibokiwasigaademagad; prt aug gebokiwasigaademagak
2380,gibokiwasigaazo,vai,"be glued shut; pn gebokiwasigaazod giboz /gibozw-/ vta bake s.o., roast s.o. in the oven; Isg ingibozwaa; pn gebozwaad gibozan un'bake s.t., roast s.t. in the oven; Isg ingibozaan; pn gebozang"
2383,giboobijiganeyaab,ni,drawstring; pi giboobijiganeyaabiin; loc giboobijiganeyaabiing; dim giboobijiganeyaabiins
2385,giboodiyegwaazon,na,pants; pi giboodiyegwaazonag; loc giboodiyegwaazoning; dim giboodiyegwaazonens
2386,giboodiyegwaazoniigin,ni,denim; pi giboodiyegwaazoniiginoon
2388,gibwanaabaawe,vai,drown; Isg ingibwanaabaawe; pn gebwanaabaawed
2389,gibwanaamode,vii,be full of smoke; pn gebwanaamodeg; aug gibwanaamodemagad; pn aug gebwanaamodemagak gibwanaamoz /gibwanaamozw-/ vta smoke s.o. out; Isg ingibwanaamozwaa; pn gebwanaamozwaad
2390,gibwanaamozo,vai,"suffocate from smoke; Isg ingibwanaamoz; prt gebwanaamozod gichi- pv4 big, great, very; also chi-"
2392,gichi-aya'aa,na,"adult, elder; pi gichi-aya'aag"
2393,gichi-aya'aawi,vai,"be an adult, be an elder; Isg ingichi-aya'aaw; pn gechi-aya'aawid"
2394,gichi-aya'aawinaagozi,vai,look old; Isg ingichi- aya'aawinaagoz; pn gechi-aya'aawinaagozid
2398,gichi-gigizheb,pc,early in the morning
2400,gichi-manidoo-giizis,na,January; also manidoo- giizis gichi-miikana in highway; pi gichi-miikanan; loc gichi-miikanaang
2402,gichi-mookomaan,m,"large knife, butcher knife; pi gichi-mookomaanan; loc gichi- mookomaaning; dim gichi-mookomaanens"
2404,gichi-mookomaanikwe,na,white woman; pi gichi- mookomaanilcweg; dim gichi- mookomaanikwens
2405,gichi-mookomaanimo,vai,speak English; Isg ingichi-mookomaanim; prt gechi- mookomaanimod
2409,gichi-ogimaawi,vai,"be the highest leader, be a king; Isg ingichi-ogimaaw; pn gechi- ogimaawid"
2413,gichi-ziibi,ni,"big river, Mississippi River; pi gichi- ziibiwan; loc gichi-ziibiing gid=pre second person prefix before vowels in verbs and non-dependent nouns"
2414,gidagagwadaashi,na,crappie;p/ gidagagwadaashiwag; dim gidagagwadaashiins
2422,gida'an,vti,remove s.t. using something; Isg ingida'aan; prt geda'ang gidamo /gidamw-/ vta eat up s.o.; Isg ingidamwaa; prt gedamwaad
2426,gidimaagenim,vta,pity s.o.; Isg ingidimaagenimaa; prt gedimaagenimaad
2428,gidimaaginaagwad,vii,look poor; prt gedimaaginaagwak
2431,gidiskibidoon,vti2,"pull s.t. free, disconnect s.t. with hands; Isg ingidiskibidoon; prt gediskibidood gidiskibizh /gidiskibiN-/ vta pull s.o. free, discon- nect s.o. with hands; Isg ingidiskibinaa; prt gediskibinaad"
2438,gigaatigwaan,ni,sliver (in one's body); pi gigaatigwaanan; loc gigaatigwaaning; dim gigaatigwaanens
2440,gigibabagiwayaane,vai,"wear a shirt; Isg ingigibabagiwayaane; pn gegibabagiwayaaned gigibabiinzikawaagane zw; wear a coat; Isg ingigibabiinzikawaagane; prt gegibabiinzikawaaganed gigigiboodiyegwaazone »ai wear pants; Isg ingigigiboodiyegwaazone; prt gegigiboodiyegwaazoned gigiminjikaawane DOZ wear mittens; Isg ingigiminjikaawane; prt gegiminjikaawaned gigishkan zitibear s.t. on one's body, have s.t. on one's body; Isg ingigishkaan; prt gegishkang"
2443,gigishkaajige,vai,be pregnant; Isg ingigishkaajige; prt gegishkaajiged
2444,gigizheb,pc,in the morning
2445,gigizhebaa-miijin,vti3,eat s.t. for breakfast; Isg ingigizhebaa-nniijin; prt gegizhebaa-miijid
2448,gijibidoon,vti,"remove s.t. with hands, pull s.t. off; Isg ingijibidoon; prt gejibidood gijibizh /gijibiN-/ vta remove s.o. with hands, pull s.o. off; Isg ingijibinaa; prt gejibinaad"
2452,gijinagizhiin,vta,"disembowel s.o., gut s.o.; Isg ingijinagizhiinaa; prt gejinagizhiinaad"
2454,gijipizonaabik,ni,belt buckle; pi gijipizonaabikoon; loc gijipizonaabikong; dim gijipizonaabikoons gijipizonens in fan belt; loc gijipizonensing
2463,gikinawaaji',vta,mark s.o.; Isg ingikinawaaji'aa; prt gekinawaaji'aad gikinawaaji toon vti2 mark s.t.; Isg ingikinawaajitoon; prt gekinawaajitood
2465,gikinoo'amaw,vta,teach (s.t.) to s.o.; Isg ingikinoo'amawaa; prt gekinoo'amawaad
2466,gikinoo'amaadizo,vai,teach oneself; Isg ingikinoo'amaadiz; prt gekinoo'amaadizod
2467,gikinoo'amaadii-mazina'igan,ni,schoolbook; loc gikinoo'amaadii-mazina'iganing; t/m? gikinoo'amaa.dii-mazina'igaans
2469,gikinoo'amaagan,na,student;/)/ gikinoo'amaaganag; dim gikinoo'amaagaans
2470,gikinoo'amaage,vai,teach; Isg ingikinoo'amaage; prt gekinoo'amaaged
2471,gikinoo'amaagewikwe,na,teacher (female); pi gikinoo'amaagewikweg gikinoo'amaage win in i na teacher; pi gikinoo'amaagewininiwag
2472,gikinoo'amaagozi,vai,"be taught, go to school; Isg ingikinoo'amaagoz; prt gekinoo'amaagozid"
2473,gikinoonowagad,vii,a year passes; prt gekinoonowagak
2474,gikinoonowin,ni,year
2476,gikiwe'on,ni,flag; pi gikiwe'onan; loc gikiwe'oning; dim gikiwe'onens
2479,gi,m,iwanoowayaane ns
2484,ginagijiin,vta,tickle s.o. (at the mid-section); Isg inginagijiinaa; prt genagijiinaad
