ID,Ojibwe Word,Word Class,English Translation
4402,nishwaasooshkin,pc,"eight bags; also ishwaasooshkin nishwaaswaabik* pc eight dollars; also ishwaaswaabik nishwaaswaak* nm eight hundred; also ishwaaswaak nishwaaswewaan* pc eight sets, eight pairs; also ishwaaswewaan nishwaaswi* nm eight; also ishwaaswi"
4405,nisidizo,vai,"kill oneself, commit suicide; Isg ninisidiz; prt nesidizod"
4411,nising,pc,"three times, thrice nisiwag /nisi-/ vai they are three; Ipl ninisimin; prt nesijig niso-pv4 three"
4412,niso-anama'e-giizhigad,vii,be three weeks; prt neso-anama'e-giizhigak niso-anama'e-giizhik /v three weeks
4413,niso-biboon,pc,three years
4416,niso-diba'igan,pc,"three hours, three miles"
4417,niso-diba'iganed,vii,be three o'clock; prt neso- diba'iganek
4418,niso-diba'igaans,pc,"three minutes, three acres niso-dibikpc three nights niso-giizhik /x three days niso-giizispc three months"
4419,nisogon,pc,three days
4422,nisoninj,pc,three inches nisosagoons nm three thousand
4423,nisozid,pc,three feet
4424,nisoobii'igan,na,"three (card), trey; pi nisoobii'iganag"
4425,nisooshkin,pc,three bags niswaabikp£ three dollars niswaak nm three hundred
4426,niswaakodaabaan,ni,travois; pi niswaakodaabaanan
4427,niswewaan,pc,"three sets, three pairs niswi nm three"
4428,nitam,pc,first
4430,nitamaage,vai,kill (s.t.) for people; Isg ninitamaage; pn netamaaged
4431,nitamaazo,vai,kill (s.t.) for oneself; Isg ninitamaaz; pn netamaazod
4433,nitamoozhaan,na,"eldest child, first-born; pi nitamoozhaanag; dim nitamoozhaanens nitawag /-tawag-/ nid my ear; pi nitawagan; loc nitawagaang nitaa- pv4 know hovr to do something, being good at, being skilled at, frequently do"
4438,nitaawigi',vta,"grow s.o., raise s.o. (e.g., a child); Isg ninitaawigi'aa; pn netaawigi'aad"
4439,nitaawigin,vii,grow up; pn netaawiging
4440,nitaawigitoon,vti2,"grow s.t., raise s.t. (e.g., a crop); Isg ninitaawigitoon; pn netaawigitood nitaawi* vta know how to make s.o.; Isg ninitaawi'aa; pn netaawi'aad"
4441,nitaawitoon,vti2,know how to make s.t.; Isg ninitaawitoon; pn netaawitood
4442,nitoon,vti2,"kill s.t.; Isg ninitoon; pn netood niwiidigemaagan /-wiidigemaagan-/ na my spouse, my wife, my husband, my companion; pi niwiidigemaaganag niwiiw /-wiiw-/ nad my wife; pi niwiiwag"
4444,niibawi',vta,make s.o. stand up; Isg niniibawi'aa; pn naabawi'aad
4445,niibawitoon,vti2,make s.t. stand up; Isg niniibawitoon; pn naabawitood niibaa- pv4 at night
4446,niibaa-anama'e-giizhigad,vii,be Christmas; prt naabaa-anama'e-giizhigak
4447,niibaabizo,vai,drive at night; Isg niniibaabiz; pn naabaabizod niibaa-dibikpc late at night
4449,niibidoon,vti2,weave s.t.; Isg niniibidoon; pn naabidood
4451,niibinaakwaanininj,ni,finger; pi niibinaakwaanininjiin; loc niibinakwaanininjiing; dim niibinaakwaanininjiins
4452,niibinaakwaanizidaan,ni,toe; pi niibinaakwaanizidaanan; loc niibinaakwaanizidaaning; dim niibinaakwaanizidaanens
4455,niibowa,pc,"many, much; oho niibiwa* niibowagadoon /niibowagad-/ vii they are many, there is much of it; pn naabowagakin niibowagiziwag /niibowagizi-/ vai they are many, there is much of it; prt naabowagizijig"
4456,niigaan,pc,"ahead, leading, at the front"
4459,niigaanagoodoon,vti2,hang s.t. in front; Isg niniigaanagoodoon; pn naagaanagoodood
4464,niigi',vta,"bear s.o., make s.o. grow, make s.o. in- crease in number; Isg niniigi'aa; pn naagi'aad"
4465,niigitoon,vti2,"make s.t. grow, make s.t. increase in number; Isg niniigitoon; pn naagitood"
4472,niiji-,pn,"my fellow niijikiwenh /-iijikiweny-/ riadmy (male's) brother, my (male's) male friend; pi niijikiwenyag niijikwe /-iijikwew-/ nad my (female's) female friend; pi niijikweg"
4474,niijiinini,nad,"my fellow man niikaan /-iikaan-/ nad my (male's) male friend ritual use, my (male's) brother ritual use, pi niikaanag niikaanis /-iikaanis-/ nad my (male's) brother ritual use, my (male's) male friend ritual use; pi niikaanisag"
4476,niima'an,vti,"pick s.t. up using something, carry s.t. using something; Isg niniima'aan; prt naama'ang"
4479,niimaakwa'an,vti,pick s.t. up (as or as with something stick- or wood-like); Isg niniimaakwa'aan; pn naamaakwa'ang
4480,niirni,vai,dance; Isg niniim; pn naamid
4482,niimi'idii-nagamon,ni,dance song; pi niimi'idii- nagamonan
4483,niimi',vta,make s.o. dance; Isg niniirni'aa; pn naami'aad niimi'idiwag /niimi'idi-/ vai they dance; Ipl niniimiMdimin; pn naami'idijig
4484,niimi'idiiwigamig,ni,dance hall; pi niimi'idiiwigamigoon; loc niimi'idiiwigamigong; dim niimi'idiiwigamigoons
4485,niimi'iwe,vai,give a dance; Isg niniimi'iwe; pn naami'iwed
4490,niinarninaagwad,vii,look weak; prt naanam i naagwak
4491,niinamizi,vai,"be weak, be frail; Isg niniinamiz; pn naanamizid niinawind pr we first person exclusive plural pronoun, us first person exclusive plural pronoun niindaa* vta send (s.t.) to s.o.; Isg niniindaa'aa; prt naandaa'aad"
4492,niindaa'iwe,vai,"send (s.t.) to people; Isg niniindaa'iwe; prt naandaa'iwed niineta^r only me, first person singular personal pronoun niinetawind/>r only us first person exclusive plural personal pronoun niingidawadamon /niingidawadamo-/ z>n fork (as a road or trail); pn naangidawadamog"
4494,niisayi'ii,pc,down from it
4495,niisaajiwan,pc,downstream
4500,niisaandawebizo,vai,climb down fast; Isg niniisaandawebiz; prt naasaandawebizod niisaanendam voi'feel depressed; Isg niniisaanendam; pn naasaanendang niishtana nm twenty
4501,niishtana-ashi-niizh,ni,twenty-two (gun)
4502,niisibidoon,vti2,"pull s.t. down, tear s.t. down; Isg niniisibidoon; prt naasibidood niisibizh /niisibiN-/ vta pull s.o. down, tear s.o. down; Isg niniisibinaa; prt naasibinaad"
4503,niisiiwe-minjikaawan,na,glove; pi niisiiwe- minjikaawanag niisiiwezh /niisiiwezhw-/ vta cut fringe in s.o.; Isg niniisiiwezhwaa; prt naasiiwezhwaad
4508,niiskindibe,vai,"have messy hair; Isg niniiskindibe; prt naaskindibed niitaa /-iitaaw-/ nad rny (male's) brother-in-law; pi niitaag niitaawis /-iitaawis-/ nad my (male's) male cross- cousin (male's father's sister's son or male's mother's brother's son); pi niitaawisag niiwana' /niiwana'w-/ vta slaughter s.o., beat s.o. to death; Isg niniiwana'waa; prt naawana'waad"
4509,niiwanishin,vai,die in an accident; Isg niniiwanishin; prt naawanishing niiwaabik />i four dollars niiwaak nm four hundred
4510,niiwewaan,pc,"four sets, four pairs niiwezh /niiweN-/ vta defeat s.o. in a contest or game, beat s.o.; hg niniiwenaa; prt naawenaad"
4512,niiwing,pc,four times niiwinoon /niiwin-/ mi they are four; prt naawingin niiwiwag /niiwi-/ vai they are four; Ipl niniiwimin; prt naawijig niiwo- pv4 four; also iniiyo-
4513,niiwo-anama'e-giizhigad,vii,be four weeks; prt naawo-anama'e-giizhigak; also niiyo- anama'e-giizhigad niiwo-anama'e-giizhikpc four weeks; also niiyo- anama'e-giizhik
4514,niiwo-biboon,pc,four years; also niiyo-biboon
4515,niiwo-biboonagad,vii,be four years; pn naawo- biboonagak; also niiyo-biboonagad
4516,niiwo-biboonagizi,vai,be four years old; Isg niniiwo-biboonagiz; prt naawo-biboonagizid; also niiyo-biboonagizi
4517,niiwo-diba'igan,pc,"four hours, four miles; also niiyo-diba'igan"
4518,niiwo-diba'igaans,pc,"four minutes, four acres; also niiyo-diba'igaans niiwo-dibik A four nights; also niiyo-dibik"
4519,niiwo-giizhigad,vii,be Thursday; prt naawo- giizhigak; also niiyo-giizhigad niiwo-giizhik/x four days; also niiyo-giizhik
4520,niiwo-giizis,pc,four months; also niiyo-giizis
4521,niiwogon,pc,four days; also niiyogon
4522,niiwogonagad,vii,be four days; prt naawogonagak; also niiyogonagad
4523,niiwogonagizi,vai,"be the fourth day of the month, be four days old; prt naawogonagizid; also niiyogonagizi"
4524,niiwoninj,pc,four inches; also niiyoninj niiwosagoons nm four thousand; also niiyosagoons
4525,niiwozid,pc,four feet; also niiyozid
4526,niiwoobii'igan,na,four (card); pi niiwoobii'iganag; also niiyoobii'igan
4527,niiwooshkin,pc,"four bags; also niiyooshkin niiyaw /-iiyaw-/ nid my body; pi niiyawan; loc niiyawing niiyawen'enh /-iiyawen'eny-/ nad my namesake (reciprocal relationship between name-giving sponsor and child); pi niiyawen'enyga niiyaas /-iiyaas-/ nid my flesh, my meat (of the body); loc niiyaasing niiyo- pv4 four; also niiwo-"
4528,niiyo-anama'e-giizhigad,vii,be four weeks; prt naayo-anama'e-giizhigak; also niiwo- anama'e-giizhigad niiyo-anama'e-giizhik/>c four weeks; also niiwo- anama'e-giizhik
4529,niiyo-biboon,pc,four years; also niiwo-biboon
4532,niiyo-diba'igan,pc,"four hours, four miles; also niiwo-diba'igan"
4533,niiyo-diba'iganed,vii,be four o'clock; prt naayo- diba'iganek; also niiwo-diba'iganed
4534,niiyo-diba'igaans,pc,"four minutes, four acres; also niiwo-diba'igaans"
4535,niiyo-dibik,pc,four nights; also niiwo-dibik
4537,niiyo-giizhik,pc,four days; also niiwo-giizhik
4538,niiyo-giizis,pc,four months; also niiwo-giizis
4539,niiyogon,pc,four days; also niiwogon
4542,niiyoninj,pc,four inches; also niiwoninj niiyosagoons nm four thousand; also niiwosagoons
4543,niiyoobii'igan,na,four (card); pi niiyoobii'iganag; also niiwoobii'igan niizh nm two
4544,niizhing,pc,"two times, twice niizhinoon /niizhin-/ vii they are two; prt naazhingin niizhiwag /niizhi-/ vai they are two; Ipl niniizhimin; prt naazhijig niizho- pv4 two"
4545,niizho-anama'e-giizhigad,pc,be two weeks
4546,niizho-anama'e-giizhik,pc,two weeks
4547,niizho-biboon,pc,two years
4550,niizho-diba'igan,pc,"two hours, two miles"
4551,niizho-diba'iganed,vii,be two o'clock; pn naazho- diba'iganek
4552,niizho-diba'igaans,pc,"two minutes, two acres niizho-dibikpc two nights"
4554,niizho-giizhik,pc,two days
4555,niizho-giizis,pc,two months
4556,niizhogon,pc,two days
4559,niizhoninj,pc,two inches niizhosagoons nm two thousand
4560,niizhozid,pc,two feet
4561,niizhoobii'igan,na,"deuce, two (card);£/ niizhoobii'iganag"
4563,niizhooshkin,pc,two bags
4564,niizhwaabik,pc,two dollars
4565,niizhwaaching,pc,seven times niizhwaachinoon /niizhwaachin-/ vii they are seven; prt naazhwaachingin niizhwaachiwag /niizhwaachi-/ vai they are seven; Ipl niniizhwaachimin; pn naazhwaachijig niizhwaak nm two hundred niizhwaasimidana nm seventy niizhwaaso- pv4 seven
4566,niizhwaaso-anama'e-giizhigad,pc,be seven weeks niizhwaaso-anama'e-giizhikpc seven weeks
4567,niizhwaaso-biboon,pc,seven years
4570,niizhwaaso-diba'igan,pc,"seven hours, seven miles niizhwaaso-diba'iganed viibe seven o'clock;prt naazhwaaso-diba'iganek"
4571,niizhwaaso-diba'igaans,pc,"seven minutes, seven acres niizhwaaso-dibikpc seven nights niizhwaaso-giizhikpc seven days"
4572,niizhwaaso-giizis,pc,seven months
4573,niizhwaasogon,pc,seven days
4576,niizhwaasoninj,pc,seven inches niizhwaasosagoons nm seven thousand
4577,niizhwaasozid,pc,seven feet
4578,niizhwaasoobii'igan,na,seven (card); pi niizhwaasoobii'iganag
4579,niizhwaasooshkin,pc,seven bags niizhwaaswaabikp£ seven dollars niizhwaaswaak nm seven hundred
4580,niizhwaaswewaan,pc,"seven sets, seven pairs niizhwaaswi nm seven"
4581,niizhwewaan,pc,"two sets, two pairs '"
4593,noojigiigoonyiwe,vai,go fishing; Isg ninoojigiigoonyiwe; pn nwaajigiigoonyiwed
4594,nooji',vta,"seek s.o., go after s.o., hunt for s.o.; Isg ninooji'aa; pn nwaaji'aad"
4595,nooji'iwe,vai,"seek people, hunt for people; Isg ninooji'iwe; pn nwaaji'iwed"
4597,noojitoon,vti2,"seek s.t., go after s.t., hunt for s.t.; Isg ninoojitoon; prt nwaajitood"
4598,noojiikwewe,vai,actively seek the company of women; Isg ninoojiikwewe; pn nwaajiikwewed
4602,nookaadad,vii,be mild; pn nwaakaadak
4603,nookaadizi,vai,"be meek, be mild; Isg ninookaadiz; prt nwaakaadizid"
4613,noomag,pc,"for a spell, a short while"
4614,noomaya,pc,recently
4619,noondaagochigan,ni,"musical instrument (espe- cially a wind instrument), whistle, horn, harmonica; pi noondaagochiganan; lac noondaagochiganing; dim noondaagochigaans noondaagochigan (horn)"
4621,noondaagotoon,vti2,play s.t. as a wind instru- ment; Isg ninoondaagotoon; prt nwaandaagotood
4624,noondesachige,vai,run short of things; Isg ninoondesachige; prt nwaandesachiged
4625,noondesa',vta,run short of s.o.; Isg ninoondesa'aa; prt nwaandesa'aad noondesatoon ™'2run short of s.t.; Isg ninoondesatoon; prt nwaandesatood
4628,noongom,pc,"now, today, nowadays"
4630,noopiming,pc,"inland, in the woods, in the bush"
4631,noopinadoon,vti2,"go after s.t., follow s.t.; Isg ninoopinadoon; prt nwaapinadood noopinazh /noopinaN-/ vta go after s.o., follow s.o.; Iff; ninoopinanaa; prt nwaapinanaad noos /-oos-/ nad my father old-fashioned', pi noosag"
4635,nooshkaatoon,vti2,"winnow s.t. (e.g., wild rice); Isg ninooshkaatoon; prt nwaashkaatood nooskwaada' /nooskwaada*w-/ vta lick s.o.; Isg ninooskwaada'waa; prt nwaaskwaada'waad"
4636,nooskwaada'an,vti,"lick s.t.; Isg ninooskwaada'aan; prt nwaaskwaada'ang noozh InooN-l vta nurse s.o. (e.g., a baby); Isg ninoonaa; prt nwaanaad noozhishenh /-oozhisheny-/ nad my grandchild; pi noozhishenyag"
4638,obikwaaj,nid,bulb; pi obikwaajiin; loc obikwaajiing; dim obikwaajiins
4640,obiimiskodisii,na,snail; pi obiimiskodisiig; dim obiimiskodisiins
4641,oboodashkwaanishiinh,na,dragonfly; pi oboodashkwaanishiinyag od= pre third person prefix before vowels in verbs and non-dependent nouns
4645,odaminwaagan,m,"toy, plaything; pi odaminwaaganan; loc odaminwaaganing; dim odaminwaagaans"
4646,odasiniinsimi,vai,have gallstones; Isg indoodasiniinsimi; pn wedasiniinsimid
4647,odatagaagomin,na,blackberry; pi odatagaagominag; dim odatagaagominens
4648,odatagaagominagaawanzh,na,blackberry bush; pi odatagaagominagaawanzhiig; he odatagaagominagaawanzhiing; dim odatagaagominagaawanzhiins
4655,odaabii',vta,"drive s.o. (e.g., a draft animal or a car); Isg indoodaabii'aa; pn wedaabii'aad"
4656,odaabii'aagan,na,draft animal; pi odaabii'aaganag; dim odaabii'aagaans
4657,odaabii'iwe,vai,drive; Isg indoodaabii'iwe; prt wedaabii'iwed
4658,odaabii'iwe-mazina'igaans,ni,driver's license; pi odaabii'iwe-mazina'igaansan
4659,odaabii'iwewinini,na,driver; pi odaabii'iwewininiwag; dim odaabii'iwewininiins
4669,odaapishkaa,vii,shrink; prt wedaapishkaag; aug odaapishkaamagad; pn aug wedaapishkaamagak
4670,odaapishkaa,vai,shrink; prt wedaapishkaad
4671,odaawaa,na,Odawa (Ottawa); pi odaawaag; dim odaawaans
4672,odaawaamo,vai,speak Odawa (Ottawa); Isg indoodaawaam; pn wedaawaamod
4673,ode'imin,ni,strawberry; pi ode'iminan; dim ode'iminens
4674,ode'imini-giizis,na,"June odish /odiS-/ vta come up to s.o., visit s.o., reach s.o.; Isg indoodisaa; pn wedisaad"
4678,odoondanegwaajigan,ni,tab at heel of moccasin; pi odoondanegwaajiganan; dim odoondanegwaajigaans
4679,odoonibii,na,"tullibee; pi odoonibiig; dim odoonibiins; also odoonibiins, -ag"
4686,ogimaakaw,vta,"make s.o. chief, make s.o. leader; Isg indoogimaakawaa; prt wegimaakawaad"
4688,ogimaakwens,na,princess; pi ogimaakwensag
4691,ogimaawiwin,ni,"government, authority, leader- ship; pi ogimaawiwinan"
4696,o'omaa,pc,"here; also omaa o'owedi pr this over here inanimate singular demonstrative; oho owed! ojaanimendam vai2 be anxious, be impatient; Isg indoojaanimendam; prt wejaanimendang ojaanimi- pv4 busy, noisy"
4697,ojaanimi',vta,"make s.o. hurry, rush s.o.; Isg indoojaanimi'aa; pn wejaanimi'aad"
4698,ojaanimim,vta,hurry s.o. by speech; Isg indoojaanimimaa; pn wejaanimimaad
4700,ojaanimitoon,vti2,be eager to do s.t.; Isg indoojaanimitoon; pn wejaanimitood
4706,ojibwemotaw,vta,speak Ojibwe to s.o.; Isg indoojibwemotawaa; prt wejibwemotawaad
4710,ojibwewibii'an,vti,write s.t. in Ojibwe; hg indoojibwewibii'aan; pn wejibwewibii'ang
4711,ojibwewibii'igaade,vii,be written in Ojibwe; prt wejibwewibii'igaadeg; aug ojibwewibii'igaademagad; pn aug wejibwewibii'igaademagak
4712,ojibwewibii'ige,vai,write things in Ojibwe; Isg indoojibwewibii'ige; prt wejibwewibii'iged
4713,ojibwewisidoon,vti2,put s.t. into Ojibwe; Isg indoojibwewisidoon; prt wejibwewisidood
4714,ojibwewisin,vii,"be written in Ojibwe (e.g., a book); prt wejibwewising"
4715,ojichaagobiishin,vii,reflect in water; pn wejichaagobiishing
4716,ojichaagobiisin,vii,reflect in water; prt wejichaagobiising
4721,ojiibikaawi,vai,have roots; pn wejiibikaawid
4725,ojiishigi,vai,have a scar; Isg indoojiishig; prt wejiishigid
4729,okanakosimaan,ni,squash; pi okanakosimaanan; loc okanakosimaaning; dim okanakosimaanens
4731,okawitoon,vti2,find the tracks of s.t.; Isg indookawitoon; pn wekawitood
4733,okaadaak,ni,carrot; pi okaadaakoon; loc okaadaakong; dim okaadaakoons
4739,okeyaw,na,fish decoy; pi okeyawag
4745,okosidoon,vti2,"pile s.t., stack s.t.; Isg indookosidoon; pn wekosidood"
4749,okwapidoon,vti2,tie s.t. in a bunch; Isg indookwapidoon; pn wekwapidood okwapizh /okwapiN-/ vta tie s.o. in a bunch; Isg indookwapinaa; pn wekwapinaad
4752,okwaakosidoon,vti2,stack s.t. (as something stick- or wood-like); Isg indookwaakosidoon; pn wekwaakosidood
4754,omakakiiwinini,na,Finn; pi omakakiiwininiwag
4755,omanoominii,na,Menominee; pi omanoominiig
4757,omashkiigoomo,vai,speak Cree; Isg indoomashkiigoom; prt wernashkiigoomod
4761,ombaabiigin,vta,"hoist s.o., lift s.o. (as with some- thing string-like); Isg indoombaabiiginaa; pn wembaabiiginaad"
4762,ombaabiiginan,vti,"hoist s.t., lift s.t. (as with some- thing string-like); Isg indoombaabiiginaan; pn wembaabiiginang ombaakwa' /ombaakwa'w-/ via raise s.o. (as or as with something stick- or wood-like); Isg indoombaakwa'waa; pn wembaakwa'waad"
4763,ombaakwa'an,vti,raise s.t. (as or as with some- thing stick- or wood-like); Isg indoombaakwa'aan; pn wembaakwa'ang
4771,ombi',vta,"excite s.o., stir s.o. up; Isg indoornbi'aa; pn wembi'aad"
4781,ombiwebin,vta,throw s.o. upwards; Isg indoombiwebinaa; pn wernbiwebinaad
4782,ombiwebinan,vti,throw s.t. upwards; Isg indoombiwebinaan; pn wembiwebinang
4783,ombiwidoon,vti2,lift and carry s.t.; Isg indoombiwidoon; pn wembiwidood ombiwizh /ombiwiN-/ vta lift and carry s.o.; Isg indoombiwinaa; pn wembiwinaad
4784,ombizigan,ni,baking soda; loc ombiziganing
4786,ombiigwewe,vai,be loud (in operation); pn wembiigwewed ombiigwewe viibe loud (in operation);pit wembiigweweg; aug ombiigwewemagad; pn aug wembiigwewemagak
4793,omiimiisi,na,mayfly; pi omiimiisiwag
4797,onabi',vta,seat s.o.; Isg indoonabi'aa; pn wenabi'aad
4798,onabi'iwe,vai,seat people; Isg indoonabi'iwe; pn wenabi'iwed
4805,onagizh,ni,sausage; pi onagizhiin; loc onagizhiing; dim onagizhiins; also onagizhiins onagizhiinsan /onagizhiins-/ ni macaroni plural
4807,onagoodoon,vti2,hang s.t. in place; Isg indoonagoodoon; pn wenagoodood
4809,onakidoon,vti2,set s.t. up; Isg indoonakidoon; pn wenakidood onakizh /onakiN-/ vta set s.o. up; Isg indoonakinaa; pn wenakinaad
4811,onapidoon,vti2,tie s.t. in place; Isg indoonapidoon; pn wenapidood
4814,onashkinade,vii,be loaded; pn wenashkinadeg; aug onashkinademagad; pn aug wenashkinademagak
4815,onashkinadoon,vti2,"load s.t. (e.g., a gun); Isg indoonashkinadoon; pn wenashkinadood"
4816,onashkina',vta,"load s.o. (e.g., a pipe); Isg indoonashkina'aa; pn wenashkina'aad"
4828,onaagoshi-miijin,vti3,eat s.t. for supper; Isg indoonaagoshi-miijin; pn wenaagoshi-miijid onaagoshin /onaagoshi-/ vii be evening; pn wenaagoshig
4832,onaakosidoon,vti2,"set s.t. up as a frame; Isg indoonaakosidoon; pn wenaakosidood on dad am on /ondadamo-/ vii lead from a certain place (as a road or trail); pn wendadamog ondademo vat cry for a certain reason, come from a certain place crying; Isg indoondadem; pn wendademod"
4833,onda'ibaan,ni,"water well, water source; pi onda'ibaanan; loc onda'ibaaning; dim onda'ibaanens"
4834,onda'ibii,vai,get water from a certain place; Isg indoonda'ibii; pn wenda'ibiid
4837,ondamendan,vti,"worry about s.t., be preoccupied with s.t.; hg indoondamendaan; pn wendamendang"
4838,ondamenim,vta,"worry about s.o., be preoccupied with s.o.; hg indoondamenimaa; pn wendamenimaad"
4839,ondami',vta,"hinder s.o., get in s.o.'s way; Isg indoondami'aa; pn wendami'aad"
4840,ondamitaa,vai,be kept busy in an activity; Isg indoondamitaa; pn wendamitaad
4845,ondaada'e,vai,skate from a certain place; Isg indoondaada'e; pn wendaada'ed
4849,ondaasagaam,pc,on this side of the water
4850,ondaasayi'ii,pc,on this side of it
4851,ondaashaan,pc,come here! (especially said to children)
4854,ondaasishkode,pc,on this side of the fire
4878,onizhishi',vta,"make s.o. nice, make s.o. well; Isg indoonizhishi'aa; prt wenizhishi'aad"
4880,onizhishitoon,vti2,"make s.t. nice, make s.t. well; Isg indoonizhishitoon; pn wenizhishitood"
4881,oniijaanisensi,vai,have a small child; Isg indooniijaanisens; pn weniijaanisensid
4883,oniijaaniw,na,"doe; pi oniijaaniwag; dim oniijaaniins onji- pv3 from a certain place, for a certain reason, because"
4888,onjida,pc,on purpose
4889,onjidaabii'iwe,vai,drive from a certain place; hg indoonjidaabii'iwe; pn wenjidaabii'iwed
4892,onjinawe',vta,"anger s.o. for a certain reason, make s.o. mad for a certain reason; hg indoonjinawe'aa; pn wenjinawe'aad onjinazh /onjinaN-/ vta kill s.o. for a certain reason; hg indoonjinanaa; pn wenjinanaad"
4893,onjinizhirno,vai,run from a certain place in flight; hg indoonjinizhim; prt wenjinizhimod
4895,onjise,vii,fly from a certain place; prt wenjiseg; aug onjisemagad; pn aug wenjisemagak
4896,onjishkawa'o,vai,paddle against the wind; hg indoonjishkawa'; pn wenjishkawa'od; also onjishkawa'ann
4898,onjiwidoon,vti2,"take s.t. from a certain place, carry s.t. from a certain place; hg indoonjiwidoon; pn wenjiwidood onjiwizh /onjiwiN-/ vta take s.o. from a certain place, carry s.o. from a certain place; hg indoonjiwinaa; prt wenjiwinaad"
4900,onwaachige,vai,foretell the future; hg indoonwaachige; prt wenwaachiged
4904,onzaam,pc,"too much, excessively, extremely"
4905,onzaamashkinadoon,vti2,overfill s.t. with solids; hg indoonzaamashkinadoon; pn wenzaamashkinadood
4906,onzaamashkina',vta,overfill s.o. with solids; hg indoonzaamashkina'aa; prt wenzaamashkina'aad
4909,onzaamenimo,vai,"be elated, be overexcited; hg indoonzaamenim; pn wenzaamenimod"
4910,onzaamibadoon,vti2,overfill s.t. (with a liquid); hg indoonzaamibadoon; pn wenzaamibadood onzaamibazh /onzaamibaN-/ vta give s.o. too much to drink; hi? indoonzaamibanaa; pn wenzaamibanaad
4912,onzaamichige,vai,overdo things; Isg indoonzaamichige; pn wenzaamiehiged
4913,onzaamide,vii,be overcooked; pn wenzaamideg; aug onzaamidemagad; pn aug wenzaamidemagak
4915,onzaamine,vai,be very sick; hg indoonzaamine; prt wenzaamined
4916,onzaamingwaam,vai,"oversleep; hg indoonzaamingwaam; pn wenzaamingwaang onzaamiwane waa pack too much of a load; hg indoonzaamiwane; pn wenzaamiwaned onzaamiz /onzaamizw-/ vta overcook s.o., overheat s.o.; hg indoonzaamizwaa; prt wenzaamizwaad"
4917,onzaamizan,vti,"overcook s.t., overheat s.t.; hg indoonzaamizaan; prt wenzaamizang"
4918,onzaamizo,vai,be overcooked; pn wenzaamizod
4923,opime-ayi'ii,pc,on the side of it; also opimeya'ii
4924,opimekana,pc,"along the side of the road, along the side of the trail"
4925,opimese,vai,fall on the side; prt wepimesed opimeshim uaz'lay s.o. on side; Isg indoopimeshimaa; prt wepimeshimaad
4927,opimesidoon,vti2,lay s.t. on side; Isg indoopimesidoon; prt wepimesidood
4928,opimesin,vii,lie on side; prt wepimesing
4931,opwaaganasin,na,pipestone; pi opwaaganasiniig
4934,oshedinaa,vii,there is a ridge; prt weshedinaag; aug oshedinaamagad; prt aug weshedinaamagak
4936,oshkaya'aawi,vai,be young; Isg indooshkaya'aaw; prt wedooshkaya'aawid; also oshki-aya'aawi
4937,oshkaya'aa,na,"someone new, someone young; pi oshkaya'aag; dim oshkaya'aans; also oshki- aya'aa"
4938,oshkayi'ii,ni,"something new, something young; pi oshkayi'iin; dim oshkayi'iins; also oshki-ayi*ii"
4939,oshkayi'iiwan,vii,"be young, be new; prt weshkayi'iiwang"
4941,oshki-bimaadizi,vai,be young; Isg indooshki- bimaadiz; prt weshki-bimaadizid
4943,oshki'o,vai,wear new clothes; Isg indooshki'; prt weshki'od
4948,oshkiniigi,vai,"be young, be an adolescent; Isg indooshkiniig; prt weshkiniigid"
4951,oshkiinaagozi,vai,"look young, look new; Isg indooshkiinaagoz; prt weshkiinaagozid"
4952,oshkiinaagwad,vii,look new; prt weshkiinaagwak
4955,oshtigwaanens,ni,"postage stamp; pi oshtigwaanensan; he oshtigwaanensing oshtigwaanzhaabonigan in common pin;pi oshtigwaanzhaaboniganan osidaawendam vai2 be sad, be dejected, be sor- rowful; Isg indoosidaawendam; prt wesidaawendang owapc exclamation of agreeable surprise owed! pr this over here inanimate singular demonstrative; also o'owedi"
4956,owidi,pc,over here; also o'owidi
4957,owiiyawen'enyi,vai,be a namesake; Isg indoowiiyawen'enh; prt wewiiyawen'enyid
4958,ozagaskwaajime,na,"leech, bloodsucker; pi ozagaskwaajimeg; dim ozagaskwaajimens; also zagaskwaajime"
4970,ozaawaa-zhooniyaa,ni,gold; loc ozaawaa- zhooniyaang; dim ozaawaa-zhooniyaans; also ozhaawaa-zhocmiyaa
4971,ozaawaa-zhooniyaawaande,vii,be colored gold; prt wezaawaa-zhooniyaawaandeg; aug ozaawaa-zhooriiyaawaandemagad; pn aug wezaawaa-zhooniyaawaandemagak; also ozhaawaa-zhooniyaawaande
4972,ozaawaa-zhooniyaawaanzo,vai,be colored gold; pn wezaawaa-zhooniyaawaanzod; also ozhaawaa-zhooniyaanzo
4976,ozaawi'o,vai,"wear brown, wear yellow; Isg indoozaawi'; pn wezaawi'od"
4977,ozaawikaadaak,ni,carrot; pi ozaawikaadaakoon; loc ozaawikaadaakong; dim ozaawi kaadaakoons
4978,ozaawikosimaan,ni,pumpkin; pi ozaawikosimaanan; loc ozaawikosimaaning; dim ozaawikosiimaanens
4992,ozhaawashko-bineshiinh,na,bluebird; pi ozhaawashko-bineshiinyag
4993,ozhaawashko'o,vai,"wear blue, wear green; Isg indoozhaawashko'; pn wezhaawashko'od"
5004,ozhaawashkwaanagiingwe,vai,have a bruised face; Isg indoozhaawashkwaanagiingwe; pn wezhaawashkwaanagiingwed
5007,ozhibii'amaw,vta,write (s.t.) for s.o.; Isg indoozhibii'amawaa; pn wezhibii'amawaad
